Año;Mes;Organismo;Evento;Entradas;Clasificación
2022;Marzo;Naves Del Español;Oceanía;686;Teatro y Escénicas
2022;Marzo;Naves Del Español;Vicente Navarro;14;Música y Conciertos
2022;Marzo;Teatro Español;El Mal De La Montaña;395;Cine y Audiovisual
2022;Marzo;Teatro Español;La Batalla De Los Ausentes;695;Teatro y Escénicas
2022;Marzo;Teatro Español;La Bella Dorotea;197;Teatro y Escénicas
2022;Mayo;Cineteca;¡dolores, Guapa!;17;Cine y Audiovisual
2022;Mayo;Cineteca;A Ritmo De Jess;1;Cine y Audiovisual
2022;Mayo;Cineteca;Alemania, Año Cero;16;Cine y Audiovisual
2022;Mayo;Cineteca;Alma Anciana;3;Cine y Audiovisual
2022;Mayo;Cineteca;Barrio Chino;5;Cine y Audiovisual
2022;Mayo;Cineteca;Crime Wave;12;Cine y Audiovisual
2022;Mayo;Cineteca;El Astronauta;2;Cine y Audiovisual
2022;Mayo;Cineteca;El Pobre García;4;Cine y Audiovisual
2022;Mayo;Cineteca;El Tigre De Chamberí;1;Cine y Audiovisual
2022;Mayo;Cineteca;Eles Transportan a Morte;17;Cine y Audiovisual
2022;Mayo;Cineteca;Ficción Privada;1;Cine y Audiovisual
2022;Mayo;Cineteca;Outside Noise;9;Cine y Audiovisual
2022;Mayo;Cineteca;Paisà (Camarada);10;Cine y Audiovisual
2022;Mayo;Cineteca;Roma, Ciudad Abierta;18;Cine y Audiovisual
2022;Mayo;Cineteca;Un Mundo Feliz;5;Cine y Audiovisual
2022;Mayo;Circo Price;PR22 - Blackbird;105;Teatro y Escénicas
2022;Mayo;Circo Price;PR22 - Las Trágicas Payasas De Shakespeare;52;Teatro y Escénicas
2022;Mayo;Circo Price;PR22 - Sweat & Ink;217;Teatro y Escénicas
2022;Mayo;Circo Price;PR22 - The Royal Gag Orchestra;87;Teatro y Escénicas
2022;Mayo;Condeduque;«election»;3;Cine y Audiovisual
2022;Mayo;Condeduque;«vampires»;4;Cine y Audiovisual
2022;Mayo;Condeduque;Bárbara Bañuelos_Bárbara Fournier «hacer NOCHE»;23;Teatro y Escénicas
2022;Mayo;Condeduque;JOSÉ Y SUS HERMANAS «explore El Jardín De Los Cárpatos»;22;Teatro y Escénicas
2022;Mayo;Condeduque;Ralphie Choo;26;Música y Conciertos
2022;Mayo;Condeduque;RAÚL CANTIZANO + LOS VOLUBLE;8;Música y Conciertos
2022;Mayo;Fernán Gómez;FFM. CIA ANDANZAS.;13;Teatro y Escénicas
2022;Mayo;Fernán Gómez;FFM. ESTÉVEZ / PAÑOS y COMPAÑÍA;27;Teatro y Escénicas
2022;Mayo;Fernán Gómez;FFM. FINAL CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO;19;Teatro y Escénicas
2022;Mayo;Fernán Gómez;FFM. JOSELITO ACEDO;29;Música y Conciertos
2022;Mayo;Fernán Gómez;FFM. MERCEDES CÓRDOBA.;25;Teatro y Escénicas
2022;Mayo;Fernán Gómez;FFM. ROSARIO LA TREMENDITA;18;Música y Conciertos
2022;Mayo;Fernán Gómez;FFM. SEMIFINAL 31 CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO.;8;Teatro y Escénicas
2022;Mayo;Fernán Gómez;FMV. Club Del Río Presenta Lejos Contigo;95;Música y Conciertos
2022;Mayo;Fernán Gómez;FMV. Maria Rodés y Estrella De David. Presenta Contigo;34;Música y Conciertos
2022;Mayo;Fernán Gómez;FMV. Pedro Guerra. Presenta El Viaje;48;Música y Conciertos
2022;Mayo;Fernán Gómez;LA PAURA! (MIEDO!);66;Teatro y Escénicas
2022;Mayo;Fernán Gómez;Moria;78;Teatro y Escénicas
2022;Mayo;Fernán Gómez;Praga, 1941 (Jóvenes Rubios No Paran De Gritar Frente a Mi Casa);98;Teatro y Escénicas
2022;Mayo;Naves Del Español;Animal Negro Tristeza;413;Teatro y Escénicas
2022;Mayo;Naves Del Español;Beethoven#ParaElisa;70;Música y Conciertos
2022;Mayo;Naves Del Español;El Caballero Incierto;108;Teatro y Escénicas
2022;Mayo;Naves Del Español;La Melancolía Del Turista;52;Teatro y Escénicas
2022;Mayo;Naves Del Español;Malvivir;501;Teatro y Escénicas
2022;Mayo;Naves Del Español;TD22 - Gran Final;51;Cultura General
2022;Mayo;Teatro Español;La Casa De Bernarda Alba;1130;Teatro y Escénicas
2022;Mayo;Teatro Español;PF- Plataforma 2 - Ophelia Fractured I Come to the River;66;Teatro y Escénicas
2022;Mayo;Teatro Español;PF- Plataforma 3 - Dolores Con Las Alas Del Amor Salté La t;74;Teatro y Escénicas
2022;Mayo;Teatro Español;PF- Plataforma 4 - 8,56;84;Teatro y Escénicas
2022;Mayo;Teatro Español;PF- Plataforma 5 - Il Nostro Amore Schifo;21;Teatro y Escénicas
2022;Mayo;Teatro Español;TD22 - Primera Semifinal;20;Cultura General
2022;Mayo;Teatro Español;TD22 - Segunda Semifinal;15;Cultura General
2022;Noviembre;Cineteca;¡vaya Líos Con Pierino!;2;Infantil / Familiar
2022;Noviembre;Cineteca;10 Songs for Charity;6;Cine y Audiovisual
2022;Noviembre;Cineteca;Alegrías Riojanas / Sóc Vertical Però M'agradaria Ser Horitzontal;26;Cine y Audiovisual
2022;Noviembre;Cineteca;Alma Anciana;1;Cine y Audiovisual
2022;Noviembre;Cineteca;Arquitecturas Efímeras;6;Cine y Audiovisual
2022;Noviembre;Cineteca;Brainwashed: Sex-Camera-Power;9;Documental
2022;Noviembre;Cineteca;Cortos Disidentes;16;Cine y Audiovisual
2022;Noviembre;Cineteca;Cortos Internacionales I;20;Cine y Audiovisual
2022;Noviembre;Cineteca;Cortos Nacionales II;21;Cine y Audiovisual
2022;Noviembre;Cineteca;De Humani Corporis Fabrica;2;Documental
2022;Noviembre;Cineteca;Domingo y La Niebla;4;Cine y Audiovisual
2022;Noviembre;Cineteca;Edén;5;Cine y Audiovisual
2022;Noviembre;Cineteca;For Ever Mozart;10;Cine y Audiovisual
2022;Noviembre;Cineteca;Historias, Ruinas y Fantasmas;2;Cine y Audiovisual
2022;Noviembre;Cineteca;Homenaje a Emma Cohen;2;Cine y Audiovisual
2022;Noviembre;Cineteca;JLG/JLG - Autoportrait De Décembre;10;Cine y Audiovisual
2022;Noviembre;Cineteca;Knocking;10;Cine y Audiovisual
2022;Noviembre;Cineteca;La Cuina Dels Homes;2;Cine y Audiovisual
2022;Noviembre;Cineteca;La Mala Familia;2;Cine y Audiovisual
2022;Noviembre;Cineteca;Let's Get Lost;7;Documental
2022;Noviembre;Cineteca;Magdalena Viraga;7;Cine y Audiovisual
2022;Noviembre;Cineteca;Milford Graves Full Mantis;26;Documental
2022;Noviembre;Cineteca;Moments Choisis Des Histoire(s) Du Cinéma;5;Cine y Audiovisual
2022;Noviembre;Cineteca;MRGente. Sesión 1;12;Cine y Audiovisual
2022;Noviembre;Cineteca;MRGente. Sesión 2;8;Cine y Audiovisual
2022;Noviembre;Cineteca;MRGente. Sesión 3;10;Cine y Audiovisual
2022;Noviembre;Cineteca;Nosotras Parimos, ¿nosotras Decidimos?;10;Documental
2022;Noviembre;Cineteca;Phantom Love;8;Cine y Audiovisual
2022;Noviembre;Cineteca;Piaffe;9;Cine y Audiovisual
2022;Noviembre;Cineteca;Querida Sara;2;Cine y Audiovisual
2022;Noviembre;Cineteca;Riotsville, USA;5;Documental
2022;Noviembre;Cineteca;Skazka;7;Cine y Audiovisual
2022;Noviembre;Cineteca;Subtotals / Anhell69;11;Cine y Audiovisual
2022;Noviembre;Cineteca;The Bloody Child;26;Cine y Audiovisual
2022;Noviembre;Cineteca;The Spiral / the Cathedral;10;Cine y Audiovisual
2022;Noviembre;Cineteca;Todo a La Vez en Todas Partes;46;Cine y Audiovisual
2022;Noviembre;Cineteca;Travesía Travesti;14;Documental
2022;Noviembre;Cineteca;Ultrainocencia;5;Cine y Audiovisual
2022;Noviembre;Cineteca;Una Revolución Pornográfica;18;Cine y Audiovisual
2022;Noviembre;Cineteca;Vera;4;Cine y Audiovisual
2022;Noviembre;Cineteca;Vías Paralelas;3;Cine y Audiovisual
2022;Noviembre;Cineteca;Viens Je T’emmène;13;Cine y Audiovisual
2022;Noviembre;Circo Price;CIRCO PRICE en NAVIDAD;2;Infantil / Familiar
2022;Noviembre;Circo Price;TWIST;31;Teatro y Escénicas
2022;Noviembre;Condeduque;ALAIN GUIRAUDIE «el DESCONOCIDO DEL LAGO»;11;Cine y Audiovisual
2022;Noviembre;Condeduque;ERNESTO AURIGNAC ENSEMBLE «ya LO DIJO MONJE CRUZ… NÁ ES ETERNO»;3;Música y Conciertos
2022;Noviembre;Condeduque;FRANK RIPPLOH «taxi ZUM KLO»;1;Cine y Audiovisual
2022;Noviembre;Condeduque;MANUEL BORRAZ «dual REALITY»;10;Teatro y Escénicas
2022;Noviembre;Condeduque;MARÍA ARNAL, JOSÉ LUIS DE VICENTE Y EDUARD ESCOFFET «mil SIBILAS»;92;Literatura y Poesía
2022;Noviembre;Condeduque;PABLO REMÓN «barbados en 2022»;115;Cine y Audiovisual
2022;Noviembre;Condeduque;PAOLO FRESU «héroes. HOMENAJE a DAVID BOWIE»;8;Música y Conciertos
2022;Noviembre;Condeduque;TOSHIO MATSUMOTO «funeral PARADE of ROSES»;15;Cine y Audiovisual
2022;Noviembre;Fernán Gómez;Espaldas De Plata;7;Teatro y Escénicas
2022;Noviembre;Fernán Gómez;JM22. Alain Pérez & La Orquesta;77;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Big Band Bob Sands y Quique Gómez;68;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Billy Cobham's Band;114;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Cyrille Aymée;97;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Erik Friedlander;64;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Gonzalo Rubalcaba y Chano Domínguez;100;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Immanuel Wilkins;131;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Ingrid Laubrock & Andy Milne;67;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Kurt Elling Featuring Charlie Hunter;107;Música y Conciertos
2022;Noviembre;Fernán Gómez;JM22. Melissa Aldana Quartet;84;Música y Conciertos
2022;Noviembre;Fernán Gómez;Tea Rooms;202;Teatro y Escénicas
2022;Noviembre;Naves Del Español;Elogio De La Estupidez;627;Teatro y Escénicas
2022;Noviembre;Naves Del Español;True West;223;Teatro y Escénicas
2022;Noviembre;Teatro Español;Alfilerazos;39;Teatro y Escénicas
2022;Noviembre;Teatro Español;El Encanto De Una Hora;141;Teatro y Escénicas
2022;Noviembre;Teatro Español;El Nido Ajeno;28;Teatro y Escénicas
2022;Noviembre;Teatro Español;La Ciudad Alegre y Confiada;35;Teatro y Escénicas
2022;Noviembre;Teatro Español;París 1940;127;Teatro y Escénicas
2022;Noviembre;Teatro Español;Queen Lear;93;Teatro y Escénicas
2022;Octubre;Cineteca;918 Gau / 918 Noches;8;Cine y Audiovisual
2022;Octubre;Cineteca;Al Oriente;2;Documental
2022;Octubre;Cineteca;Araya;4;Cine y Audiovisual
2022;Octubre;Cineteca;CC1682;10;Cine y Audiovisual
2022;Octubre;Cineteca;Competición Internacional De Cortometrajes. Sesión 1;30;Cine y Audiovisual
2022;Octubre;Cineteca;Competición Internacional De Cortometrajes. Sesión 2;29;Cine y Audiovisual
2022;Octubre;Cineteca;El Rezador;1;Cine y Audiovisual
2022;Octubre;Cineteca;El Río;11;Cine y Audiovisual
2022;Octubre;Cineteca;En Residencia. Programa Abierto (I);1;Cine y Audiovisual
2022;Octubre;Cineteca;En Residencia. Programa Abierto (II);2;Cine y Audiovisual
2022;Octubre;Cineteca;Havana Divas;1;Documental
2022;Octubre;Cineteca;Huracán Sobre La Isla (the Hurricane);5;Cine y Audiovisual
2022;Octubre;Cineteca;I Eat Your Skin;2;Cine y Audiovisual
2022;Octubre;Cineteca;Invisible Demons;6;Documental
2022;Octubre;Cineteca;La Caza Del León Con Arco;7;Cine y Audiovisual
2022;Octubre;Cineteca;La Leyenda Del Rey Cangrejo;19;Cine y Audiovisual
2022;Octubre;Cineteca;Las Nieves Del Kilimanjaro;6;Cine y Audiovisual
2022;Octubre;Cineteca;Last Days at Sea;6;Documental
2022;Octubre;Cineteca;Los Amos Locos + Las Viudas De Quince Años;13;Cine y Audiovisual
2022;Octubre;Cineteca;Los Hermosos Vencidos;9;Cine y Audiovisual
2022;Octubre;Cineteca;Marcel the Shell with Shoes on;21;Cine y Audiovisual
2022;Octubre;Cineteca;Mariupolis 2;5;Documental
2022;Octubre;Cineteca;Mientras Localizamos;2;Cine y Audiovisual
2022;Octubre;Cineteca;Nanook, El Esquimal;10;Documental
2022;Octubre;Cineteca;No Hay Camino;3;Cine y Audiovisual
2022;Octubre;Cineteca;Orientalismos 1. Presentación;6;Cultura General
2022;Octubre;Cineteca;Ostrov - Lost Island;2;Cine y Audiovisual
2022;Octubre;Cineteca;Pandora y El Holandés Errante;11;Cine y Audiovisual
2022;Octubre;Cineteca;Poco a Poco;2;Cine y Audiovisual
2022;Octubre;Cineteca;Rebellion;5;Cine y Audiovisual
2022;Octubre;Cineteca;Shallow;3;Cine y Audiovisual
2022;Octubre;Cineteca;Territorio Doméstico;10;Cine y Audiovisual
2022;Octubre;Cineteca;The Great Green Wall;5;Documental
2022;Octubre;Cineteca;Tolyatti Adrift;8;Cine y Audiovisual
2022;Octubre;Cineteca;Trance;5;Cine y Audiovisual
2022;Octubre;Cineteca;Unicorn Wars;17;Cine y Audiovisual
2022;Octubre;Cineteca;Urak Aske: Eliminar Presas, Restaurar Ríos;2;Documental
2022;Octubre;Circo Price;TWIST;250;Teatro y Escénicas
2022;Octubre;Condeduque;ADRIÁN FOULKES «parenthesis»;23;Teatro y Escénicas
2022;Octubre;Condeduque;ANNE WALDMAN «para SER ESTRELLA a MEDIANOCHE»;37;Literatura y Poesía
2022;Octubre;Condeduque;CHERYL DUNYE «the WATERMELON WOMAN»;6;Cine y Audiovisual
2022;Octubre;Condeduque;DORA GARCÍA Y AUTORES INVITADOS «el BICHO»;21;Cine y Audiovisual
2022;Octubre;Condeduque;EVA NEYMANN «pryvoz»;6;Cine y Audiovisual
2022;Octubre;Condeduque;ISRAEL GALVÁN «seises»;100;Teatro y Escénicas
2022;Octubre;Condeduque;LUIS MARÍA DELGADO «diferente»;3;Teatro y Escénicas
2022;Octubre;Condeduque;"MARÍA JEREZ & EDURNE RUBIO «a NUBLO. 40°25'37.6""N 3°42'42.1""W»";20;Teatro y Escénicas
2022;Octubre;Condeduque;PEDRO MAFAMA «por ESTE RIO ABAIXO»;23;Música y Conciertos
2022;Octubre;Condeduque;TARTA RELENA + COCANHA + LOS SARA FONTÁN «4132314»;27;Música y Conciertos
2022;Octubre;Fernán Gómez;El Misántropo De Menandro;187;Teatro y Escénicas
2022;Octubre;Fernán Gómez;Proyecto Brújula II;13;Teatro y Escénicas
2022;Octubre;Fernán Gómez;Tea Rooms;3;Teatro y Escénicas
2022;Octubre;Naves Del Español;Celebración;3;Teatro y Escénicas
2022;Octubre;Teatro Español;El Encanto De Una Hora;254;Teatro y Escénicas
2022;Octubre;Teatro Español;La Noria Invisible;82;Teatro y Escénicas
2022;Octubre;Teatro Español;Queen Lear;387;Teatro y Escénicas
2022;Septiembre;Cineteca;Ama;5;Cine y Audiovisual
2022;Septiembre;Cineteca;Brutal Moods;11;Cine y Audiovisual
2022;Septiembre;Cineteca;Candela;11;Cine y Audiovisual
2022;Septiembre;Cineteca;Carajita;7;Cine y Audiovisual
2022;Septiembre;Cineteca;Chicas en Kerala;1;Documental
2022;Septiembre;Cineteca;Confesiones [sesión De Cortometrajes];14;Cine y Audiovisual
2022;Septiembre;Cineteca;Dejen De Prohibir Que No Alcanzo a Desobedecer Todo;1;Cine y Audiovisual
2022;Septiembre;Cineteca;Easy Rider (Buscando Mi Destino);10;Cine y Audiovisual
2022;Septiembre;Cineteca;El Corazón De Europa;2;Cine y Audiovisual
2022;Septiembre;Cineteca;El Secreto Del Doctor Grinberg;5;Documental
2022;Septiembre;Cineteca;El Vientre De Europa;3;Cine y Audiovisual
2022;Septiembre;Cineteca;Escribir Lo Imposible;1;Cine y Audiovisual
2022;Septiembre;Cineteca;Funeral Parade of Roses;42;Cine y Audiovisual
2022;Septiembre;Cineteca;Just Like at Home;3;Cine y Audiovisual
2022;Septiembre;Cineteca;La Fiera y La Fiesta;4;Cine y Audiovisual
2022;Septiembre;Cineteca;La Mamá y La Puta;16;Cine y Audiovisual
2022;Septiembre;Cineteca;Las Herederas;9;Cine y Audiovisual
2022;Septiembre;Cineteca;Liborio;14;Cine y Audiovisual
2022;Septiembre;Cineteca;Lions Love;18;Cine y Audiovisual
2022;Septiembre;Cineteca;Mutual Appreciation;6;Cine y Audiovisual
2022;Septiembre;Cineteca;Noche De Vino Tinto;16;Cine y Audiovisual
2022;Septiembre;Cineteca;Norberaren Gela (Una Habitación Propia);2;Cine y Audiovisual
2022;Septiembre;Cineteca;Nueve Meses;12;Cine y Audiovisual
2022;Septiembre;Cineteca;Rafaela;2;Cine y Audiovisual
2022;Septiembre;Cineteca;Riddance;9;Cine y Audiovisual
2022;Septiembre;Cineteca;Sender Barayón. Viaje Hacia La Luz;7;Cine y Audiovisual
2022;Septiembre;Cineteca;Sesión De Cortometrajes 1 - Directed by Women Spain;19;Cine y Audiovisual
2022;Septiembre;Cineteca;Sesión De Cortometrajes 2 - Directed by Women Spain;9;Cine y Audiovisual
2022;Septiembre;Cineteca;Sinestesias;4;Cine y Audiovisual
2022;Septiembre;Cineteca;The Last Movie;12;Cine y Audiovisual
2022;Septiembre;Cineteca;The Two of Them;7;Cine y Audiovisual
2022;Septiembre;Cineteca;Una Película Sobre Parejas;5;Cine y Audiovisual
2022;Septiembre;Cineteca;Vals De Santo Domingo;8;Cine y Audiovisual
2022;Septiembre;Circo Price;Eufórica (Réquiem en Dopamina);97;Teatro y Escénicas
2022;Septiembre;Circo Price;FIRCO 2022;226;Teatro y Escénicas
2022;Septiembre;Condeduque;FESTIVAL BLAM !!! 2022;272;Música y Conciertos
2022;Septiembre;Naves Del Español;Celebración;82;Teatro y Escénicas
2022;Septiembre;Naves Del Español;La Luna en Un Cazo;62;Teatro y Escénicas
2022;Septiembre;Naves Del Español;La Voluntad De Creer;442;Teatro y Escénicas
2022;Septiembre;Teatro Español;La Noria Invisible;323;Teatro y Escénicas
2022;Septiembre;Teatro Español;Queen Lear;395;Teatro y Escénicas
2023;Enero;Circo Price;CIRCO PRICE en NAVIDAD;59;Infantil / Familiar
2023;Febrero;Circo Price;GALA INTERNACIONAL DE MAGIA en ESCENA;247;Infantil / Familiar
2023;Febrero;Circo Price;MAGIA DE CERCA;43;Infantil / Familiar
2023;Marzo;Circo Price;EL VENTRÍLOCUO;34;Teatro y Escénicas
2023;Marzo;Circo Price;GALA INTERNACIONAL DE MAGIA en ESCENA;233;Infantil / Familiar
2023;Marzo;Circo Price;LA REINA DEL ARGA;11;Teatro y Escénicas
2023;Marzo;Circo Price;MELODÍAS PROHIBIDAS;46;Teatro y Escénicas
2023;Abril;Circo Price;MASA MADRE;26;Teatro y Escénicas
2023;Abril;Circo Price;PETER Y WENDY RUMBO a NUNCA JAMÁS;164;Infantil / Familiar
2023;Mayo;Circo Price;HUMANIDAD;91;Teatro y Escénicas
2023;Junio;Circo Price;ENARMONIA;11;Música y Conciertos
2023;Junio;Circo Price;UBUNTU Y ACCIÓN!!!;14;Teatro y Escénicas
2023;Enero;Naves Del Español en Matadero;Amistad;7;Teatro y Escénicas
2023;Enero;Naves Del Español en Matadero;El Pozo De Los Mil Demonios;47;Teatro y Escénicas
2023;Enero;Naves Del Español en Matadero;La Florida;329;Teatro y Escénicas
2023;Enero;Naves Del Español en Matadero;La Sumisión y El Porvenir Está en Los Huevos;127;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Amistad;400;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Gloria Albalate;16;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Julia Rubio;12;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Los Nadadores Diurnos (Salón De Belleza);429;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Maria Pascual;23;Teatro y Escénicas
2023;Febrero;Naves Del Español en Matadero;Silvia Marsó en 'Blues & Roots' Con Del Toro Blues Band;20;Música y Conciertos
2023;Marzo;Naves Del Español en Matadero;Amistad;59;Teatro y Escénicas
2023;Marzo;Naves Del Español en Matadero;Coronada y El Toro;170;Teatro y Escénicas
2023;Marzo;Naves Del Español en Matadero;Itziar Castro;45;Teatro y Escénicas
2023;Marzo;Naves Del Español en Matadero;Livianas Provincianas;7;Teatro y Escénicas
2023;Marzo;Naves Del Español en Matadero;Los Nadadores Diurnos (Salón De Belleza);125;Teatro y Escénicas
2023;Marzo;Naves Del Español en Matadero;Uz: El Pueblo;367;Teatro y Escénicas
2023;Abril;Naves Del Español en Matadero;Coronada y El Toro;135;Teatro y Escénicas
2023;Abril;Naves Del Español en Matadero;El Público;234;Teatro y Escénicas
2023;Abril;Naves Del Español en Matadero;Livianas Provincianas;86;Teatro y Escénicas
2023;Abril;Naves Del Español en Matadero;Uz: El Pueblo;295;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;El Público;283;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;Europa;190;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;Gran Final. VII Torneo De Dramaturgia;59;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;Los Santos Inocentes;318;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;Uz: El Pueblo;68;Teatro y Escénicas
2023;Mayo;Naves Del Español en Matadero;Vacío;2;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Continente María;51;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Eclipse;44;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Europa;95;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Flores y Viajes;14;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Fráxil. Handle with Care;13;Teatro y Escénicas
2023;Junio;Naves Del Español en Matadero;Los Santos Inocentes;10;Teatro y Escénicas
2023;Enero;Teatro Español;Espectros;101;Teatro y Escénicas
2023;Enero;Teatro Español;La Importancia De Llamarse Ernesto;548;Teatro y Escénicas
2023;Enero;Teatro Español;París 1940;64;Teatro y Escénicas
2023;Enero;Teatro Español;Sobre La Vida De Los Animales;127;Teatro y Escénicas
2023;Febrero;Teatro Español;Espectros;353;Teatro y Escénicas
2023;Febrero;Teatro Español;La Importancia De Llamarse Ernesto;302;Teatro y Escénicas
2023;Marzo;Teatro Español;Don Ramón María Del Valle-Inclán;453;Teatro y Escénicas
2023;Marzo;Teatro Español;Espectros;45;Teatro y Escénicas
